age,income,years_experience,gender,target
37,56519,19,F,1
63,59226,21,M,1
35,56578,17,M,1
39,43824,12,M,0
25,32375,5,M,0
51,66523,24,F,1
26,36583,8,M,0
24,33945,6,M,0
47,77705,29,M,1
35,49353,17,M,1
44,69500,26,M,1
33,40297,11,M,0
38,47934,15,M,0
22,32089,4,M,0
46,46576,12,M,1
64,42584,11,M,0
54,66499,25,M,1
60,47229,14,M,1
39,21611,3,F,0
31,39062,9,M,1
36,51419,18,F,1
52,40209,11,M,0
41,57984,21,M,1
59,94815,37,F,1
23,30161,5,M,0
20,27117,2,M,0
51,90514,33,M,1
62,30253,4,F,0
19,20052,1,M,0
32,47580,14,F,0
54,54147,18,F,1
32,48050,13,F,0
49,75881,26,M,1
38,59325,20,M,1
34,56704,16,F,1
51,68555,22,M,1
49,22113,1,M,0
64,46587,12,F,1
40,45118,11,F,0
52,92814,34,M,1
54,94081,36,M,1
60,86225,35,M,1
58,27400,2,M,0
54,28492,3,M,0
50,82684,30,M,1
42,72244,24,M,1
63,71736,27,M,1
54,87533,36,M,1
57,41864,10,F,1
38,51666,15,M,1
63,89533,37,M,1
65,74817,28,M,1
55,46278,14,M,0
57,61021,20,M,1
51,47307,13,M,1
36,46089,15,M,1
44,67745,26,F,1
26,32421,8,F,0
22,26431,4,M,0
22,24239,4,M,0
42,33343,9,M,0
43,39095,8,M,0
36,57046,18,M,1
47,42815,13,M,0
53,59502,18,M,1
65,45949,12,F,0
65,87829,36,M,1
33,52996,15,M,1
24,20804,2,M,0
35,33823,6,F,0
38,55653,20,F,1
48,41114,13,F,1
18,24022,0,F,0
20,25680,2,M,0
48,82755,30,M,1
42,20000,0,F,0
25,36977,7,M,0
18,20000,0,F,0
24,36602,6,M,0
24,35686,6,F,0
25,32601,7,M,0
36,54257,18,M,0
34,25296,3,M,0
28,21209,1,F,0
64,61232,20,M,1
58,34040,6,M,0
28,41313,10,F,0
55,31788,6,M,0
58,20211,1,F,0
19,26530,1,M,0
21,24784,0,M,0
45,22808,2,F,0
50,21256,0,F,0
28,38592,10,M,0
20,20000,2,M,0
57,34414,7,F,0
22,32888,4,F,0
38,30114,4,F,0
39,59041,21,M,1
54,74203,25,M,1
28,22000,0,M,0
61,67814,22,F,1
39,39285,12,M,0
58,84685,31,F,1
30,29407,4,F,1
20,21986,2,M,0
30,40951,12,M,0
45,34067,6,F,0
28,37406,10,M,1
28,41214,10,F,0
38,51795,17,F,1
38,37804,7,M,0
24,27535,6,M,0
34,47374,16,M,1
65,66240,25,F,1
31,46653,13,F,0
50,22709,1,M,0
28,41570,10,M,0
30,33059,7,F,0
18,20000,0,M,0
51,88171,33,F,1
26,36288,8,F,0
30,43550,12,F,1
54,71792,24,M,1
47,35330,6,F,0
58,50379,13,M,1
62,78946,28,M,1
54,88114,36,F,1
64,88025,36,F,1
24,28642,6,F,0
31,41206,13,M,0
65,51723,16,F,1
23,26567,5,F,0
51,72586,24,F,1
33,31025,7,F,0
54,38205,11,M,0
53,22705,2,F,0
63,81259,30,F,1
23,32363,5,F,0
25,23072,3,F,0
41,64711,23,F,1
20,20000,2,F,0
21,27765,3,M,0
49,82137,31,F,1
18,20000,0,M,0
51,44351,11,F,0
62,88855,36,F,1
26,31285,8,M,0
29,37339,11,F,1
27,41828,9,F,0
27,40174,9,F,0
61,85823,33,M,1
65,50705,16,F,1
40,60497,20,M,1
23,31672,5,M,0
41,70948,23,F,1
41,61170,23,M,1
38,55097,20,M,1
59,74215,25,M,1
48,45467,11,M,1
64,60786,21,M,1
58,40811,9,M,1
47,33437,8,F,0
51,90180,33,F,1
35,52953,17,F,1
29,46801,11,F,0
52,85618,32,F,1
24,29559,6,F,0
58,35231,6,F,0
57,75152,27,M,1
42,50818,17,M,1
23,26798,5,F,0
18,20000,0,F,0
63,74545,29,M,1
33,47483,15,M,1
65,76564,29,F,1
21,21159,3,F,0
46,33510,9,F,0
55,72766,24,M,1
64,37230,11,M,0
45,69869,27,F,1
39,24554,0,M,0
25,37386,7,F,1
49,61359,19,F,1
50,79687,32,M,1
30,48545,12,M,1
44,75052,26,M,1
35,58735,17,F,1
35,42323,11,M,1
30,44985,12,F,1
39,60144,21,F,1
31,40696,11,M,0
28,37208,10,M,1
56,92854,38,M,1
39,37969,11,F,0
53,79471,32,F,1
34,52737,16,F,1
49,77789,31,F,1
31,46147,13,F,0
59,81120,30,M,1
46,73468,28,M,1
23,31058,5,F,0
21,25400,1,M,0
28,40813,10,M,0
62,21286,0,F,0
57,76941,30,M,1
27,33382,9,M,0
45,39437,10,M,0
28,29927,3,F,0
52,88054,34,M,1
32,38279,7,F,0
25,37999,7,M,0
37,62934,19,F,1
38,41715,10,F,1
18,22531,0,M,0
46,68096,25,F,1
41,63183,23,F,1
47,77665,29,F,1
57,34919,9,M,0
52,40816,8,F,0
50,81386,32,M,1
37,41983,12,F,0
33,39447,11,F,0
26,35491,8,M,1
48,23367,3,M,0
34,52392,16,F,0
48,71261,27,M,1
65,98047,40,F,1
40,54640,19,F,1
23,27695,5,M,0
47,32843,7,F,0
24,33383,6,M,0
65,72148,28,F,1
57,44341,14,M,1
59,75613,30,M,1
63,46047,11,F,1
28,36078,10,M,0
51,52852,15,F,1
29,43678,11,F,0
62,79450,31,M,1
64,33627,5,F,0
44,67743,23,F,1
29,44491,11,F,1
30,46882,12,M,0
25,32264,7,F,0
33,51229,15,F,1
46,34152,8,M,0
52,42509,12,M,0
46,70355,26,M,1
48,75078,30,F,1
30,30829,7,F,0
29,20224,1,F,0
19,21455,1,F,0
50,41115,9,M,0
25,38154,7,M,0
58,69405,24,M,1
57,94502,39,M,1
58,48297,13,F,0
49,41641,9,M,1
55,31703,7,M,0
45,26429,5,F,0
32,28632,4,F,0
40,64109,20,M,1
41,65687,22,F,1
30,46664,12,F,1
38,59584,18,F,1
29,39719,11,F,0
30,40404,9,F,1
56,57758,17,M,1
40,56331,19,M,1
63,44926,10,M,1
60,46612,14,M,1
45,78116,27,F,1
31,42706,10,M,0
34,49150,16,M,0
41,61640,23,M,1
51,87883,33,F,1
65,20000,0,M,0
39,57091,21,M,1
27,41893,9,M,0
25,34075,7,F,0
38,46150,11,M,0
54,73358,27,F,1
24,35879,6,F,0
43,69715,25,F,1
30,44305,12,M,0
33,52397,15,F,1
47,57997,18,M,1
48,69050,23,F,1
22,28521,4,F,0
49,80559,31,M,1
33,23429,1,M,0
64,77208,31,F,1
26,31553,7,M,0
39,36220,8,M,0
61,63450,22,M,1
57,71869,28,M,1
62,27220,6,F,0
54,31783,4,M,0
31,49788,13,F,1
33,45969,15,M,1
60,97612,39,M,1
37,26966,2,M,0
61,37217,9,F,0
32,49671,14,F,1
61,75563,28,F,1
43,53527,18,F,1
26,40603,8,M,0
18,20431,0,M,0
52,84358,34,M,1
61,33005,9,F,0
37,42916,10,F,1
62,49787,13,F,1
23,28454,5,M,0
59,31340,4,F,0
27,36479,9,F,0
65,54223,18,M,1
50,82566,32,F,1
33,20000,1,F,0
53,76815,28,M,1
23,31381,5,F,0
36,38013,9,F,0
48,77502,30,M,1
19,20000,1,F,0
35,52226,17,F,1
59,71312,26,F,1
45,67040,26,F,1
21,29150,3,M,0
18,20795,0,M,0
64,83931,30,F,1
59,85188,33,M,1
33,28883,5,F,0
62,44207,12,M,0
64,102710,39,F,1
19,20000,1,M,0
53,72994,26,F,1
18,21255,0,F,0
56,68051,22,M,1
40,68210,22,M,1
43,34702,7,F,0
28,43052,10,M,0
59,73551,27,F,1
18,23883,0,M,0
28,44142,10,F,1
41,41991,12,F,1
27,40990,9,M,0
31,44003,12,F,1
31,45448,13,M,1
24,30847,6,M,0
40,60395,21,F,1
60,99561,39,M,1
39,64358,21,M,1
53,34630,8,M,0
44,74464,26,F,1
19,20408,1,F,0
56,23697,2,F,0
63,57342,20,M,1
36,45608,12,F,0
24,36024,6,M,0
29,43896,11,F,0
20,23154,2,F,0
64,93471,35,F,1
22,26719,4,F,0
25,36094,7,F,0
31,49999,13,F,1
53,22134,0,M,0
24,30842,6,M,0
24,36041,6,F,0
63,48861,15,M,1
49,82572,31,M,1
25,38230,7,M,0
29,41337,11,F,0
27,39678,9,M,0
31,26273,4,F,0
26,20000,1,M,0
55,37737,11,M,0
47,42533,13,F,0
22,23068,4,M,0
18,24580,0,M,0
18,20000,0,M,0
37,23815,2,F,0
28,39485,8,M,0
43,30828,6,F,0
61,61799,19,F,1
20,23082,2,M,0
23,25430,5,F,0
60,78684,28,M,1
62,77956,28,F,1
28,35955,10,F,1
25,20897,1,F,0
46,42402,10,F,0
27,35877,9,F,0
51,73200,26,F,1
41,59147,18,M,1
63,90407,37,F,1
65,62754,19,M,1
34,50489,16,F,1
49,86387,31,F,1
28,43015,10,M,0
51,31498,5,F,0
41,69102,23,M,1
22,23610,4,F,0
46,21850,0,F,0
65,20000,1,F,0
65,92385,37,M,1
51,84543,33,M,1
33,48114,15,M,1
42,64699,23,M,1
54,96067,36,M,1
25,38902,7,F,0
46,76521,26,F,1
63,80455,29,M,1
42,38449,8,F,0
59,94240,36,M,1
40,50713,15,M,1
51,83761,33,F,1
20,26376,2,M,0
47,41136,11,M,0
51,39092,11,F,1
49,35677,8,F,0
46,77149,28,M,1
26,39002,8,F,0
19,20000,1,F,0
56,88295,32,F,1
24,33685,6,F,0
63,68613,25,M,1
22,30735,4,M,0
25,33406,7,M,0
49,79383,31,M,1
35,49367,17,M,1
55,84877,33,F,1
63,48170,14,F,1
35,21780,1,F,0
58,65016,22,F,1
62,34346,5,M,0
33,54087,15,F,1
38,54048,18,F,0
27,34884,9,F,0
59,93107,36,M,1
21,29766,3,M,0
61,46309,14,M,0
25,20000,1,M,0
64,97890,37,M,1
36,51108,18,F,1
64,38478,7,F,0
57,41408,10,M,0
57,73393,28,M,1
26,27289,4,F,0
47,76288,29,F,1
34,54871,16,F,1
57,39561,11,F,1
61,49558,15,M,0
32,48819,14,F,1
21,29566,3,F,0
23,34646,5,M,0
33,49860,15,F,1
43,70925,25,M,1
54,37052,7,F,1
40,65709,22,M,1
30,48402,12,M,0
64,26460,2,F,0
34,53033,16,F,1
44,76734,26,F,1
39,66106,21,M,1
54,74572,25,M,1
36,40183,12,F,0
56,48970,14,M,0
52,23518,1,F,0
30,43706,12,F,1
31,43442,13,F,1
65,22674,0,F,0
48,45356,14,F,1
62,91346,38,M,1
19,26725,1,M,0
63,57238,19,M,1
56,28612,6,M,0
54,93065,35,F,1
31,41881,11,F,0
26,35476,8,F,0
27,27807,4,M,0
24,25329,5,F,0
45,32903,4,F,0
63,97199,38,F,1
42,34279,5,M,0
63,33484,5,M,0
45,44980,10,M,0
19,22867,1,F,0
34,50557,15,M,1
21,24769,2,M,0
30,44094,12,M,0
35,54414,17,M,1
20,20000,2,M,0
54,56015,17,F,1
50,51917,18,M,1
58,73904,29,F,1
41,66821,23,M,1
25,31812,7,M,0
52,50142,17,M,1
19,20000,1,F,0
50,84079,30,M,1
29,25248,2,M,0
39,57660,21,M,1
30,39748,12,F,0
27,33129,9,M,0
34,52663,16,M,1
60,79461,32,F,1
22,32429,4,M,1
26,31737,8,M,0
30,41843,12,F,0
40,44997,14,M,1
47,78312,28,F,1
60,70359,25,M,1
21,27159,3,M,0
38,30487,3,M,0
60,82010,32,M,1
26,28526,4,F,0
24,30540,6,F,0
33,53143,15,F,1
40,59432,22,M,1
40,60352,22,M,1
48,64150,23,F,1
22,24751,4,M,0
23,25533,5,F,0
18,23547,0,F,0
65,43031,10,M,0
45,57387,21,F,1
35,58813,17,M,1
41,65890,22,M,1
30,47482,12,F,1
50,42789,12,M,1
27,34647,9,M,0
24,30489,6,F,0
54,30645,5,F,0
49,63300,20,M,1
62,89949,34,M,1
39,22576,2,M,0
33,52477,15,F,1
41,61088,19,F,0
31,45515,13,M,1
28,28983,2,M,0
36,52134,18,F,1
40,61802,22,F,1
51,24658,4,M,0
57,38394,10,M,0
30,39583,12,F,0
56,22895,3,M,0
61,37322,7,F,0
45,74842,27,F,1
57,64247,21,F,1
33,54485,15,M,1
45,73462,26,F,1
21,25357,3,M,0
45,70016,27,F,1
29,26690,3,F,0
33,53105,15,F,1
53,77850,29,F,1
37,61859,19,F,1
43,69696,25,F,1
43,72735,25,F,1
39,59710,21,F,1
26,32093,8,M,0
22,24299,4,M,0
34,48537,16,F,1
51,47427,16,M,0
19,21099,1,M,0
24,30277,6,F,0
53,76494,30,F,1
30,48984,12,F,1
37,58243,19,F,1
47,49937,13,M,1
47,48204,14,F,0
28,40303,10,F,0
48,83662,30,F,1
20,25438,2,F,0
19,25337,1,M,0
65,67103,22,F,1
20,20931,2,F,0
32,48109,14,M,1
34,51802,16,M,1
65,36055,7,M,0
24,28328,6,M,0
65,47770,15,F,0
22,30466,4,M,0
51,62542,23,F,1
50,55651,20,F,1
62,33724,7,M,0
33,53166,15,M,1
54,92960,36,F,1
20,25329,2,F,0
64,43997,13,M,0
65,80142,29,M,1
60,41882,13,F,0
38,34405,6,F,0
58,27433,3,F,0
25,29869,7,M,0
39,62042,21,F,1
22,32830,4,M,0
34,48067,16,M,0
54,77746,29,F,1
31,50299,13,M,0
56,48816,14,M,1
58,78782,28,M,1
45,74307,27,M,1
48,84727,30,F,1
34,48698,16,F,0
52,91040,34,F,1
57,67082,22,M,1
39,61369,21,F,1
62,91504,36,M,1
65,75826,29,F,1
46,45376,15,F,1
27,34123,9,M,0
35,50853,17,F,1
52,35886,9,F,0
61,54456,19,F,1
33,22427,3,M,0
24,33955,6,M,0
47,45282,14,M,0
36,60618,18,M,1
40,50953,14,M,1
25,38152,7,M,0
34,53198,16,F,1
38,49106,16,M,0
43,42359,11,M,1
45,36868,10,F,0
56,77056,29,F,1
50,68250,25,M,1
57,71363,24,M,1
36,48717,16,F,1
46,80707,28,F,1
37,20000,0,M,0
37,59472,19,F,1
27,28263,2,F,0
29,38903,10,M,1
50,72705,27,F,1
42,71945,24,F,1
42,69625,24,M,1
21,24200,3,F,0
21,29218,3,F,0
26,40027,8,M,0
32,51672,14,M,0
43,71029,25,F,1
32,52993,14,M,1
43,71642,25,F,1
45,27052,4,F,0
24,27967,6,M,0
49,77999,31,F,1
29,43173,11,F,1
52,67973,25,M,1
49,28995,4,M,0
26,31148,8,F,0
31,20000,1,M,0
30,44967,12,F,0
61,79799,28,M,1
50,53427,17,F,1
49,81991,31,M,1
36,38266,9,F,1
47,75073,29,F,1
33,45480,15,M,0
29,43409,11,M,0
27,40641,9,F,0
19,20000,1,M,0
35,20000,0,F,0
30,48040,12,F,0
46,72622,28,M,1
41,62486,23,M,1
55,98747,37,F,1
29,20000,0,F,0
46,73491,28,F,1
39,43342,13,F,1
53,25930,3,F,0
18,21475,0,F,0
60,58332,20,F,1
57,20000,1,F,0
51,63932,24,F,1
51,90600,33,M,1
65,43867,13,F,1
50,45635,12,M,0
21,24653,3,M,0
55,39624,11,F,0
47,75266,29,F,1
63,82439,33,M,1
37,59370,19,F,1
43,62267,22,F,1
32,37756,8,M,0
24,34977,6,F,0
24,34611,6,F,0
46,33328,7,F,1
40,63722,22,F,1
51,79165,30,F,1
37,62240,19,F,1
32,43674,14,M,1
50,88571,32,M,1
34,53876,16,M,0
37,57040,19,F,1
30,47309,12,M,0
61,60731,22,F,1
41,66972,23,F,1
64,96233,40,F,1
54,72901,25,F,1
24,30508,6,M,0
25,20000,2,F,0
40,21701,0,M,0
31,42261,12,F,1
21,30791,3,M,0
38,64819,20,M,1
63,63965,21,M,1
27,38594,9,F,0
39,48577,14,M,1
47,82866,29,M,1
47,52965,17,F,1
33,52084,15,F,1
28,43341,10,M,0
39,66605,21,F,1
46,24697,4,F,0
42,32676,4,F,0
31,50566,13,M,0
31,45797,13,M,1
19,20000,1,M,0
30,31994,6,M,0
20,21468,2,M,0
47,75947,29,F,1
35,34375,9,M,0
53,43131,11,F,1
38,58355,20,M,1
36,57438,18,F,1
33,46540,15,M,1
45,39214,12,F,0
21,22633,2,M,0
32,30099,5,M,0
18,22222,0,F,0
65,103142,40,M,1
64,27017,2,F,0
33,20315,1,F,0
37,56886,19,M,1
50,74922,27,F,1
34,47782,16,M,0
22,24430,4,M,0
22,31979,4,F,0
56,47455,16,M,1
30,37635,8,M,0
61,53450,19,M,1
53,42707,12,F,1
47,75903,26,F,1
21,29609,3,F,0
40,27611,3,M,0
38,58785,20,F,1
38,33269,7,F,0
23,26848,5,F,0
41,58996,20,F,1
64,83915,34,M,1
48,77995,27,F,1
36,59703,18,M,1
55,36290,6,F,0
29,37582,11,M,0
31,46881,13,F,1
29,46668,11,F,1
32,52279,14,F,1
36,59143,18,F,1
45,25053,1,F,0
57,41527,9,M,0
58,69298,23,F,1
22,23836,4,F,0
22,31310,4,M,0
23,25452,5,M,0
40,64733,22,F,1
20,24634,2,M,0
54,58794,21,F,1
50,63260,22,M,1
60,39711,11,F,0
38,45472,12,F,0
37,60200,19,M,1
18,21411,0,F,0
56,20000,1,M,0
64,97878,40,F,1
34,53766,16,M,1
46,79574,28,M,1
25,37472,7,F,0
43,48155,15,F,1
45,43485,13,F,1
51,85711,32,F,1
43,28121,6,M,0
30,48709,12,F,1
61,59460,19,F,1
54,27822,3,F,0
30,37150,10,F,1
55,31713,5,F,0
42,66287,24,M,1
64,34217,6,M,0
40,64973,22,M,1
39,60469,21,F,1
38,58000,20,F,1
47,75579,29,M,1
28,38306,10,F,0
21,20468,0,F,0
50,62671,23,F,1
64,78610,27,M,1
29,39987,11,F,0
26,36361,8,M,0
49,65525,23,M,1
28,35459,10,M,0
54,60780,19,M,1
41,61258,23,F,1
24,36245,6,M,0
25,37994,7,M,0
50,74277,25,F,1
42,72095,24,F,1
18,20000,0,M,0
20,27301,2,F,0
57,85205,35,F,1
45,78839,27,M,1
60,72871,26,F,1
50,71340,28,F,1
63,77280,27,M,1
18,20000,0,M,0
55,71993,26,F,1
44,42217,10,F,0
55,30974,7,M,0
52,29573,3,M,0
27,36193,9,M,0
29,42719,11,F,0
27,42119,9,M,1
51,67650,24,F,1
41,62571,23,F,1
45,53671,19,M,1
39,36082,6,M,0
62,80144,31,M,1
33,26825,5,M,0
30,43947,12,M,0
53,49851,17,M,1
53,40821,11,M,0
60,88863,36,F,1
40,35494,9,F,0
31,48007,13,M,1
49,52897,17,M,1
20,20746,2,F,0
44,48371,12,M,1
36,20000,1,M,0
39,26618,1,M,0
18,21519,0,M,0
22,31723,4,F,0
50,81499,32,F,1
36,56920,18,F,1
53,42461,9,F,1
23,33976,5,F,0
32,46975,14,M,0
53,63099,24,M,1
50,70125,23,F,1
41,55811,20,F,1
44,74667,26,M,1
28,35011,10,M,0
40,66438,22,F,1
50,83788,32,F,1
58,24304,4,F,0
63,25099,5,F,0
64,78321,31,M,1
46,74405,28,M,1
48,82298,30,F,1
18,20779,0,M,0
51,55524,17,M,1
35,21742,0,F,0
35,56772,17,M,1
23,29628,5,F,0
57,58727,17,F,1
18,21742,0,F,0
64,65444,25,M,1
59,81233,29,F,1
47,81495,29,F,1
21,27473,3,F,0
49,81945,31,M,1
27,37179,9,F,0
60,66808,25,M,1
22,31605,4,M,0
26,34702,8,M,0
22,28977,4,M,0
28,38674,10,M,0
52,25842,3,F,0
44,59109,21,F,1
21,21003,3,M,0
27,39655,9,F,0
56,30818,7,M,0
50,88712,32,F,1
55,35960,8,F,0
25,34277,7,M,0
41,22915,0,F,0
56,49930,14,F,1
50,31482,6,F,0
58,50578,16,F,1
60,41615,11,F,1
36,51982,18,M,1
19,20000,1,F,0
28,37316,10,F,0
52,85155,31,F,1
34,48332,16,M,1
59,74486,26,M,1
20,28825,2,M,0
39,44004,12,F,1
52,75425,28,F,1
38,60190,20,F,1
42,65223,24,F,1
56,35290,6,F,0
19,20000,1,M,0
18,24993,0,F,0
24,33309,6,F,0
37,33460,5,M,0
60,65282,21,F,1
23,30218,5,F,0
53,58521,20,M,1
38,49668,17,M,1
63,79854,28,F,1
52,70232,25,F,1
53,85187,35,M,1
25,30838,7,M,0
21,27593,3,F,0
60,74791,27,F,1
33,38738,10,F,0
20,25023,2,M,0
24,33255,6,M,0
19,22545,1,F,0
18,24425,0,F,0
18,20000,0,M,0
55,89000,36,M,1
24,27984,6,M,0
41,30843,4,F,0
22,27306,4,F,0
38,41770,12,F,0
45,31364,8,F,0
35,55828,17,M,1
41,64135,22,F,1
49,53299,15,M,1
62,56034,19,F,1
50,36588,7,M,0
27,40596,9,F,0
26,40641,8,F,0
50,83370,32,M,1
50,68207,26,M,1
24,27368,6,F,0
21,25572,3,F,0
45,26881,4,M,0
40,60357,22,F,1
49,37833,8,M,0
61,66868,24,M,1
33,48099,14,M,1
63,75223,26,F,1
27,28656,5,F,0
31,45839,13,M,1
56,49475,15,M,1
53,71587,28,M,1
51,88501,32,F,1
41,56591,17,M,1
35,54059,17,F,1
33,49033,15,F,1
58,21880,0,F,0
54,40899,12,M,0
58,28179,5,M,0
42,55814,19,F,1
25,38453,7,M,0
41,70158,23,M,1
37,56156,17,M,1
65,30562,6,F,0
47,76319,29,M,1
37,48216,15,M,1
35,44689,13,F,0
21,30289,3,M,0
65,25741,3,M,0
53,45434,13,F,1
23,24957,0,F,0
20,21663,2,F,0
35,33782,7,F,0
64,74716,26,M,1
57,87205,32,F,1
35,50223,17,M,1
40,56287,19,F,1
52,28878,5,F,0
23,24869,0,F,0
43,34972,8,M,0
38,63774,20,M,1
41,62434,23,M,1
32,43309,14,F,1
44,73982,26,F,1
49,56494,18,M,1
29,44890,11,F,1
22,29261,4,M,0
24,28676,6,M,0
39,20000,0,F,0
44,33102,5,F,0
32,44178,14,F,1
56,37619,7,F,0
62,27456,4,F,0
52,86085,34,M,1
43,72684,25,M,1
40,49029,14,F,0
30,45312,12,F,0
43,68540,23,M,1
20,22899,2,M,0
46,37069,7,F,0
19,20000,1,F,0
45,54341,15,M,1
40,35267,6,F,0
53,53172,16,M,1
23,26362,5,F,0
28,41961,10,M,0
55,34052,6,M,0
51,24203,2,M,0
34,49643,16,M,1
20,27739,2,F,0
61,56019,16,F,1
63,81877,31,F,1
51,38227,10,M,0
39,39338,11,M,0
46,80909,28,M,1
46,42138,11,M,1
22,25890,4,M,0
27,42163,9,M,0
27,20091,2,M,0
26,33418,8,F,0
38,27667,4,F,0
30,42867,12,M,1
27,40981,9,F,0
55,24087,0,M,0
28,36814,10,F,0
21,27468,3,F,0
63,88535,35,F,1
48,78510,30,F,1
51,69540,23,F,1
59,45785,14,F,0
52,21356,1,F,0
56,79352,28,M,1
56,93477,38,F,1
50,59514,21,F,1
25,38332,7,F,0
49,38723,10,F,0
50,78224,30,F,1
25,31745,7,M,0
63,92737,38,F,1
31,50026,13,M,1
51,82691,33,F,1
25,30750,7,F,1
59,28475,3,F,0
24,34323,6,M,0
30,46243,12,M,0
38,63336,20,M,1
64,31538,4,F,0
49,74467,28,M,1
28,43805,10,F,0
31,34228,8,M,0
28,36925,10,M,0
19,23014,1,F,0
51,52095,17,F,0
61,48003,16,F,1
64,56723,16,M,1
34,33154,5,M,0
31,41688,13,F,1
42,41418,9,F,0
65,71441,27,F,1
44,67731,26,M,1
25,37486,7,M,0
34,20000,0,F,0
22,28060,4,F,0
29,27632,3,F,0
55,95740,36,F,1
35,30505,5,F,0
43,68548,24,M,1
48,20000,0,F,0
54,91275,35,M,1
23,27969,5,F,0
58,25435,2,F,0
32,50707,14,M,0
59,69057,23,F,1
43,66643,22,M,1
29,46820,11,F,0
58,32232,4,M,0
64,90869,33,M,1
31,42123,13,M,0
18,21852,0,F,0
34,48510,16,F,0
50,82681,32,F,1
46,52985,16,F,1
62,87680,32,M,1
48,51784,14,M,0
25,33419,7,F,0
47,49433,13,M,1
30,24923,0,M,0
33,44556,13,M,1
19,22775,1,M,0
62,93323,36,F,1
35,42898,11,F,1
52,90386,34,M,1
62,86841,31,M,1
36,21443,1,M,0
30,43801,12,F,0
21,26793,3,M,0
36,50960,15,M,0
42,63888,24,M,1
55,65223,25,F,1
48,27816,4,F,0
53,47008,15,F,1
21,22238,3,F,0
56,43984,10,F,0
24,34001,6,M,0
33,28376,2,F,0
65,46941,15,F,1
22,27741,4,M,0
64,76740,27,F,1
40,24651,1,M,0
53,87465,34,M,1
49,84034,30,M,1
41,42848,10,F,0
42,63079,24,F,1
62,39981,10,F,0
45,22596,0,F,0
36,55136,18,M,1
24,36988,6,M,0
61,88749,32,M,1
58,41545,11,M,0
34,35233,9,F,0
19,20548,1,M,0
33,48433,15,M,0
56,90910,37,F,1
35,57645,17,F,1
56,82643,30,F,1
18,20000,0,F,0
20,26872,2,M,0
38,55572,17,M,1
47,50210,17,F,1
28,22749,3,F,0
39,54197,19,M,1
64,58379,19,F,1
42,67278,24,F,1
20,27489,2,M,0
47,75664,29,M,1
41,54026,17,M,1
62,85249,32,M,1
53,87755,35,M,1
40,63632,22,M,1
25,32268,7,F,1
21,27901,3,M,0
56,20000,0,F,0
60,68621,24,F,1
48,65802,23,M,1
46,75341,28,M,1
53,39091,11,F,1
30,48210,12,M,1
58,60003,19,F,1
26,32756,8,M,0
38,56853,20,M,1
20,23449,1,M,0
42,52028,14,M,1
42,71291,24,M,1
29,36577,9,F,0
46,70097,25,M,1
28,39346,10,M,1
28,30394,7,F,0
43,20000,0,M,0
31,50714,13,F,1
33,23672,3,M,0
27,26355,2,F,0
48,20783,1,F,0
48,51291,18,M,1
53,51246,18,F,1
27,34022,9,F,1
43,52554,18,F,1
37,54443,19,F,1
61,94990,36,M,1
26,25848,1,F,0
32,51516,14,F,1
26,32653,8,F,0
24,33684,6,F,0
43,71809,25,M,1
41,60669,21,F,1
29,43804,11,F,1
37,53009,19,M,1
31,45442,11,F,1
39,64791,21,M,1
33,47065,15,F,0
46,77975,28,F,1
49,50020,13,M,1
36,51341,18,F,1
52,69835,27,F,1
60,20000,0,F,0
49,37600,9,M,0
37,58435,19,M,1
57,86008,34,F,1
37,51071,14,M,1
25,29639,7,M,0
52,22392,1,M,0
59,56930,19,M,1
30,47434,12,M,0
58,80266,28,M,1
23,20000,1,M,0
64,94651,39,F,1
33,49962,15,M,0
22,27773,4,F,0
62,23643,3,F,0
51,39437,12,M,0
23,30731,5,F,0
50,85024,32,M,1
32,51873,14,F,0
32,48204,14,M,0
31,42817,13,M,0
56,81327,32,M,1
22,24818,4,M,0
43,74005,25,M,1
65,21801,3,F,0
34,54766,16,M,1
60,42016,10,F,0
64,69676,26,M,1
33,54730,15,F,1
52,48628,13,F,1
55,45564,14,F,1
40,65669,22,M,1
30,42041,12,F,1
50,80130,32,M,1
46,32455,4,F,0
63,20000,0,M,0
51,67714,25,M,1
51,37476,9,M,0
44,44694,14,M,1
32,47174,14,F,0
26,35253,8,F,0
43,72068,25,F,1
20,20241,2,M,0
53,40526,9,M,0
64,88193,33,F,1
22,25714,4,F,0
37,41625,13,F,0
37,30290,4,F,0
22,26834,4,F,1
27,32601,7,M,1
33,49631,15,F,1
42,51729,17,F,1
61,46382,12,M,0
42,63212,24,M,1
47,36718,10,F,0
31,21552,2,F,0
39,53947,15,F,0
60,32956,7,F,0
45,54037,16,M,1
47,74539,29,F,1
36,48931,12,F,1
55,89247,34,F,1
59,96028,39,M,1
37,35482,7,M,0
52,56097,18,M,1
39,49423,14,M,1
32,29646,6,F,0
28,20767,0,F,0
51,48499,12,F,1
41,55791,18,F,1
23,25801,1,M,0
34,55816,16,F,1
45,33125,7,M,1
48,70161,24,M,1
53,71409,25,M,1
26,31853,8,M,0
27,20000,2,M,0
38,55436,20,F,1
51,32065,4,F,0
48,37760,11,F,0
46,67418,26,F,1
60,20000,0,F,0
60,24340,2,M,0
28,35411,9,F,0
50,47093,12,M,1
63,55328,18,M,1
18,20000,0,M,0
38,45360,12,F,0
40,60352,22,M,1
26,35930,8,F,0
18,23711,0,M,0
38,59636,20,F,1
